District,District_ID,District_Ward,geometry,Area,Region,Population,Constituency,centroid,ward_immigrant,ward_localists,Winning_Perspective
Twicken Meads,21,Ward 18,"POLYGON ((3128 1268, 3122.23 1268, 3122.19 1268.4, 3122.11 1268.87, 3120.44 1272.3, 3120.21 1273.26, 3120.16 1273.27, 3119.18 1274.77, 3119.2 1274.78, 3119.36 1275.38, 3119.67 1275.47, 3120.88 1276.15, 3121.66 1276.69, 3121.93 1276.58, 3122.09 1276.76, 3122.26 1276.86, 3122.29 1276.88, 3122.51 1277.01, 3122.74 1277.15, 3122.95 1277.28, 3123.17 1277.41, 3123.19 1277.39, 3123.39 1277.53, 3123.41 1277.54, 3123.57 1277.61, 3123.69 1277.66, 3123.94 1277.75, 3123.96 1277.76, 3124.1 1277.8, 3124.41 1277.88, 3124.39 1277.94, 3124.4 1277.95, 3124.43 1278.06, 3124.13 1279.4, 3124.62 1279.58, 3124.61 1279.61, 3124.9 1279.7, 3124.9 1279.69, 3126.25 1280.19, 3126.77 1278.69, 3127.12 1277.95, 3127.16 1277.95, 3128.4 1277.99, 3129.72 1277.92, 3130.3 1278.21, 3130.88 1278.28, 3131.76 1277.35, 3133.14 1276.88, 3133.8 1276.68, 3133.97 1276.83, 3134.8 1276.38, 3135.03 1276.41, 3135.88 1275.49, 3135.93 1275.31, 3135.64 1274.02, 3134.89 1271.91, 3134.11 1269.5, 3133.75 1268, 3128.76 1268, 3128 1268))",2.172377,Capital,23861,Twicken Bush,"(3127.730354198481, 1273.1760063445277)",,,Vote: Left_MR
Twicken Meads,22,Ward 56,"POLYGON ((3154.73 1224.9, 3154.67 1223, 3150 1223, 3150 1225.85, 3150 1230.24, 3150 1233.86, 3150 1239.03, 3156.19 1240.92, 3162.06 1244.38, 3162.89 1242.02, 3163.04 1241.99, 3164.32 1241.81, 3165.61 1241.89, 3167.33 1242.16, 3168.61 1242.42, 3168.77 1241.58, 3168.91 1240.23, 3169.26 1238.99, 3169.5 1237.55, 3169.92 1235.65, 3170.37 1233.86, 3170.49 1231.43, 3169.16 1230.28, 3166.9 1230.52, 3166.9 1229.2, 3166.19 1228.12, 3166.19 1227.62, 3165.72 1227.66, 3164.5 1227.72, 3162.98 1227.64, 3161.78 1227.96, 3159.95 1228.73, 3159.01 1228.44, 3158.74 1228.43, 3154.73 1224.9))",4.518792,Capital,23837,Twicken Common,"(3159.338995811174, 1234.0333947656654)",,,Head to Head
Twicken Meads,23,Ward 81,"POLYGON ((3125.31 1251.01, 3121.02 1251.18, 3121.94 1253.21, 3122.19 1255.91, 3122.19 1256.89, 3120.06 1256.81, 3120.28 1258.11, 3120.45 1258.8, 3120.78 1259.11, 3120.78 1259.95, 3120.93 1261.17, 3120.55 1262.53, 3123.23 1262.58, 3126.47 1262.93, 3128 1262.96, 3133.18 1264.65, 3133.12 1264.25, 3132.97 1263.38, 3132.98 1263.27, 3133.7 1261.9, 3134.31 1260.84, 3134.38 1260.77, 3134.23 1260.53, 3132.82 1257.42, 3132.98 1254.66, 3133.28 1251.28, 3130.77 1249.71, 3128 1248.21, 3126.65 1247, 3125.08 1245.48, 3124.99 1248.88, 3125.31 1251.01))",2.584765,Capital,24787,Twicken Bush,"(3127.4461144346205, 1256.3823634949524)",,,Vote: Left_MR
Twicken Meads,24,Ward 32,"POLYGON ((3127.54 1282.67, 3127.04 1283.82, 3126.54 1285.13, 3126.24 1284.95, 3124.88 1284.95, 3124.55 1285.85, 3124.23 1286.01, 3122.88 1285.86, 3122.73 1286.74, 3123.67 1287.14, 3122.51 1289.36, 3122.11 1290.2, 3121.6 1291.33, 3121.84 1291.47, 3122.94 1291.67, 3123 1291.63, 3123.47 1291.65, 3124.53 1292.2, 3125.33 1292.15, 3126.14 1292.35, 3126.51 1291.21, 3127.21 1291.62, 3128.1 1292.45, 3128.32 1292.52, 3129.61 1292.53, 3130.68 1292.32, 3130.65 1292.43, 3130.38 1294.21, 3130.37 1294.43, 3130.35 1294.6, 3130.57 1295.06, 3131.82 1294.75, 3131.97 1294.68, 3132.57 1294.43, 3132.62 1294.56, 3133.56 1294.01, 3133.55 1293.98, 3134.23 1293.64, 3134.23 1293.63, 3134.98 1293.24, 3135.07 1293.2, 3135.11 1293.19, 3135.21 1293.28, 3135.99 1292.94, 3136.2 1292.94, 3137.13 1292.7, 3138.26 1292.72, 3138.26 1291.86, 3138.12 1291.64, 3137.4 1290.42, 3137.18 1289.75, 3136.84 1288.66, 3136.31 1288.13, 3136.29 1288.13, 3135.46 1287.74, 3136.07 1286.99, 3136.58 1284.99, 3136.46 1284.3, 3135.98 1283.64, 3136 1283.35, 3136.04 1283.2, 3136.05 1282.96, 3136.04 1282.84, 3135.94 1282.6, 3135.92 1282.35, 3135.94 1281.99, 3135.92 1281.64, 3135.91 1281.43, 3135.89 1281.2, 3135.88 1280.94, 3135.93 1280.29, 3135.95 1280.13, 3135.97 1280.01, 3135.98 1279.96, 3135.99 1279.9, 3136.03 1279.44, 3135.79 1279, 3135.35 1279.07, 3135.16 1279.17, 3134.96 1279.26, 3134.9 1279.29, 3134.59 1279.22, 3134.63 1279.12, 3134.61 1279.11, 3134.14 1278.57, 3134.36 1277.28, 3134.34 1277.26, 3134.15 1277.01, 3133.99 1276.84, 3133.98 1276.84, 3133.97 1276.83, 3133.8 1276.68, 3133.14 1276.88, 3131.76 1277.35, 3130.88 1278.28, 3130.3 1278.21, 3130.31 1278.41, 3129.52 1279.37, 3128.83 1280.49, 3128.21 1281.53, 3127.54 1282.67))",2.585857,Capital,25623,Twicken Bush,"(3130.8601355794676, 1286.7697204941157)",,,Head to Head
Twicken Meads,25,Ward 58,"POLYGON ((3189.19 1247.43, 3190.03 1248.3, 3190.46 1248.9, 3190.38 1249.08, 3189.91 1250.64, 3189.77 1251.48, 3189.44 1253.73, 3189.45 1253.75, 3189.44 1253.86, 3189.44 1254.25, 3189.25 1254.38, 3189.24 1254.41, 3189.21 1254.53, 3189.06 1255.02, 3188.74 1256.3, 3188.52 1257.54, 3187.53 1258.25, 3186.05 1258.83, 3184.89 1259.26, 3185.49 1260.47, 3185.64 1261.97, 3185.37 1262.85, 3184.03 1263.85, 3182.6 1264.78, 3181.62 1265.46, 3181.09 1266.03, 3180.02 1266.67, 3180.05 1266.77, 3179.6 1266.99, 3178.29 1267.08, 3177.13 1266.72, 3177.09 1266.72, 3176.44 1267.7, 3175.73 1268.92, 3175.29 1270.05, 3175.42 1270.08, 3175.61 1270.13, 3175.63 1270.14, 3176.91 1270.48, 3178.16 1270.53, 3179.51 1270.83, 3180.65 1271.17, 3182.06 1271.17, 3186.31 1271.26, 3188 1272.39, 3188.32 1274.54, 3190.63 1274.27, 3191.73 1274.08, 3192.86 1274.02, 3193.66 1273.78, 3197.61 1272.62, 3197.68 1272.57, 3198.64 1271.9, 3199.01 1271.64, 3205 1269.08, 3209.99 1266.95, 3215.95 1264.3, 3214.03 1264, 3212.45 1263.31, 3209.36 1261.73, 3210.62 1259.46, 3211.25 1257.82, 3213.27 1255.66, 3210.28 1252.31, 3210.25 1252.34, 3210.17 1252.2, 3209.27 1251.39, 3208.16 1251.68, 3206.92 1251.6, 3205.62 1251.54, 3205 1251.74, 3204.43 1251.92, 3203.79 1251.83, 3202.78 1251.46, 3201.77 1250.75, 3200.79 1249.97, 3199.74 1249.31, 3198.35 1248.98, 3197.14 1248.68, 3195.8 1248.45, 3194.17 1248.39, 3192.97 1248.16, 3191.66 1248.04, 3190.44 1247.77, 3189.19 1247.43))",8.911278,Capital,23938,Twicken Common,"(3196.641311161693, 1261.761773852936)",,,Vote: Left_MR
Twicken Meads,26,Ward 27,"POLYGON ((3135.07 1293.2, 3134.98 1293.24, 3134.23 1293.63, 3134.23 1293.64, 3133.55 1293.98, 3133.56 1294.01, 3132.62 1294.56, 3132.57 1294.43, 3131.97 1294.68, 3131.82 1294.75, 3130.57 1295.06, 3130.36 1295.5, 3130.24 1295.67, 3130.24 1295.68, 3130.19 1296.91, 3130.17 1297.56, 3130.16 1297.74, 3130.15 1297.74, 3130.25 1298.98, 3130.43 1299.89, 3130.45 1300.14, 3130.45 1300.16, 3130.43 1301.21, 3130.41 1301.39, 3130.27 1302.83, 3131.67 1303.01, 3132.05 1303.12, 3132.71 1303.38, 3132.93 1302.98, 3134.1 1303.39, 3134.76 1303.53, 3134.814 1303.5659999999998, 3134.81 1303.57, 3135.18 1303.68, 3135.4 1303.73, 3136.21 1303.92, 3136.88 1304.13, 3137.32 1304.27, 3138.48 1305.32, 3139.66 1305.01, 3139.75 1304.92, 3139.79 1304.93, 3139.89 1304.95, 3141.06 1306.49, 3141.83 1306.04, 3142.54 1305.62, 3143.66 1306.13, 3143.68 1306.47, 3143.91 1306.3, 3144.07 1306.15, 3144.23 1305.98, 3144.34 1305.86, 3144.44 1305.73, 3144.52 1305.62, 3144.54 1305.59, 3144.63 1305.47, 3144.75 1305.27, 3144.8 1305.19, 3144.83 1305.14, 3144.83 1304.93, 3144.85 1304.89, 3145.05 1304.76, 3145.08 1303.55, 3145.08 1303.46, 3144.76 1303.14, 3144.31 1302.67, 3143.85 1301.58, 3143.67 1300.57, 3143.46 1300.41, 3144.57 1299.62, 3144.99 1299.17, 3144.97 1299.15, 3144.36 1298.39, 3144.61 1298.09, 3144.63 1298.09, 3144.97 1297.55, 3144.28 1297.17, 3144.42 1295.87, 3144.43 1295.51, 3144.43 1294.84, 3144.56 1294.2, 3144.04 1293.94, 3144.04 1293.51, 3144.2 1292.25, 3144.22 1292, 3143.99 1291.75, 3143.99 1291.71, 3143.64 1291.34, 3143.1 1291.71, 3143.1 1291.72, 3143.08 1291.75, 3143.03 1291.8, 3142.43 1291.82, 3141.45 1292.2, 3140.46 1292.56, 3140.09 1292.77, 3140.04 1292.82, 3140.03 1292.81, 3140.01 1292.81, 3139.71 1293.07, 3139.48 1293.04, 3138.26 1292.72, 3137.13 1292.7, 3136.2 1292.94, 3135.99 1292.94, 3135.21 1293.28, 3135.11 1293.19, 3135.07 1293.2))",2.507977,Capital,24068,Twicken Bush,"(3138.1249807490544, 1298.8643984974717)",,,Head to Head
Twicken Meads,27,Ward 70,"POLYGON ((3141.9 1225.85, 3142.03 1228.29, 3135.18 1228.4, 3134.24 1228.5, 3133.46 1228.47, 3133.29 1234.24, 3137.85 1233.76, 3138.29 1239.16, 3141.67 1239.35, 3142.88 1239.16, 3144.24 1239.03, 3150 1239.03, 3150 1233.86, 3150 1230.24, 3150 1225.85, 3141.9 1225.85))",2.726368,Capital,26837,Twicken Bush,"(3142.9885596596546, 1232.5894101392385)",,,Head to Head
Twicken Meads,28,Ward 23,"POLYGON ((3165 1299.71, 3164.97 1299.71, 3164.93 1299.7, 3164.89 1299.77, 3164.44 1299.7, 3164 1299.58, 3163.89 1299.57, 3163.87 1299.61, 3163.58 1299.56, 3163.43 1299.53, 3162.78 1299.44, 3161.58 1299.23, 3160.25 1298.99, 3158.99 1298.79, 3157.63 1298.87, 3156.39 1298.74, 3156.37 1299.26, 3156.25 1299.9, 3156.25 1299.97, 3155.88 1300.34, 3155.35 1301.42, 3155.37 1301.47, 3155.28 1302.35, 3155.44 1302.52, 3155.43 1302.52, 3159.34 1306.46, 3155.89 1307.04, 3154.69 1307.45, 3154.19 1307.99, 3153.98 1308.95, 3153.9 1309.58, 3153.75 1310.66, 3151.57 1310.52, 3152.4 1311.65, 3152.69 1312, 3156.74 1312, 3162.01 1312, 3167.74 1312, 3172 1312, 3172 1310.39, 3172 1305.11, 3172 1303.77, 3172 1299.68, 3171.68 1299.71, 3171.4 1299.78, 3170.53 1299.69, 3169.88 1299.56, 3167.76 1298.9, 3167.78 1298.95, 3167.8 1299.01, 3167.89 1299.2, 3167.91 1299.23, 3167.49 1299.57, 3167.17 1299.83, 3166.91 1300.29, 3166.28 1299.86, 3166.16 1299.85, 3165.46 1299.77, 3165.24 1299.94, 3165.11 1299.85, 3165.12 1299.82, 3165.01 1299.72, 3165 1299.71))",3.252703,Capital,24012,Twicken Bush,"(3163.5390251005083, 1305.9093636637563)",,,Head to Head
Twicken Meads,29,Ward 24,"POLYGON ((3144.36 1298.39, 3144.97 1299.15, 3144.99 1299.17, 3144.57 1299.62, 3143.46 1300.41, 3143.67 1300.57, 3143.85 1301.58, 3144.31 1302.67, 3144.76 1303.14, 3145.08 1303.46, 3145.08 1303.55, 3145.05 1304.76, 3144.85 1304.89, 3144.83 1304.93, 3144.83 1305.14, 3144.8 1305.19, 3144.75 1305.27, 3144.63 1305.47, 3144.54 1305.59, 3144.52 1305.62, 3144.44 1305.73, 3144.34 1305.86, 3144.23 1305.98, 3144.07 1306.15, 3143.91 1306.3, 3143.68 1306.47, 3143.64 1306.51, 3143.33 1306.71, 3143.21 1306.78, 3142.75 1307, 3142.56 1307.09, 3142.09 1307.26, 3140.16 1308.02, 3139.37 1308.29, 3139.34 1308.3, 3138.42 1308.67, 3138.02 1309.46, 3137.62 1310.09, 3135.82 1310.24, 3135.64 1310.35, 3135.25 1310.45, 3135.25 1310.46, 3134.8 1310.6, 3134.78 1310.61, 3134.29 1310.71, 3134.06 1310.79, 3134.05 1310.79, 3134 1310.77, 3134 1310.78, 3133.51 1310.98, 3132.57 1312, 3136.4 1312, 3139.57 1312, 3142.67 1312, 3147.63 1312, 3150 1312, 3152.69 1312, 3152.4 1311.65, 3151.57 1310.52, 3153.75 1310.66, 3153.9 1309.58, 3153.98 1308.95, 3154.19 1307.99, 3154.69 1307.45, 3155.89 1307.04, 3159.34 1306.46, 3155.43 1302.52, 3155.44 1302.52, 3155.28 1302.35, 3155.37 1301.47, 3155.35 1301.42, 3155.88 1300.34, 3156.25 1299.97, 3156.25 1299.9, 3156.37 1299.26, 3156.39 1298.74, 3154.7 1298.5, 3153.38 1298.32, 3153.33 1298.3, 3153.29 1298.29, 3152.99 1298.02, 3152.99 1297.97, 3153.23 1297.65, 3152.96 1297.5, 3152.92 1297.48, 3152.68 1297.41, 3151.48 1297.16, 3151.4 1297.13, 3151.02 1297.03, 3151 1297.02, 3150.56 1296.76, 3149.36 1296.52, 3149.17 1296.48, 3148.91 1295.76, 3148.83 1295.64, 3148.52 1294.43, 3147.92 1294.3, 3146.55 1293.96, 3145.26 1294.14, 3145.03 1294.29, 3144.56 1294.2, 3144.43 1294.84, 3144.43 1295.51, 3144.42 1295.87, 3144.28 1297.17, 3144.97 1297.55, 3144.63 1298.09, 3144.61 1298.09, 3144.36 1298.39))",3.297064,Capital,25575,Twicken Bush,"(3148.1616345119915, 1304.7757001457574)",,,Head to Head
Twicken Meads,30,Ward 40,"POLYGON ((3182.38 1290, 3182.4 1290.26, 3181.4 1291.53, 3180.36 1292.37, 3179.25 1293.66, 3178.86 1295.38, 3178.69 1296.68, 3178.66 1296.87, 3178.15 1298.2, 3178.12 1298.39, 3178.1 1298.51, 3177.91 1299.74, 3179.31 1300.65, 3180.54 1301.02, 3181.72 1301.44, 3182.8 1302.37, 3183.68 1303.49, 3184.73 1304.6, 3185.44 1305.59, 3185.71 1306.02, 3187.09 1305.18, 3188.53 1304.4, 3189.64 1303.51, 3190.71 1302.49, 3191.39 1301.49, 3192.09 1299.69, 3192.48 1298.5, 3192.93 1297.11, 3193.09 1296.55, 3193.48 1295.07, 3192.46 1294.81, 3190.85 1294.4, 3189.83 1294.14, 3188.53 1293.81, 3187.34 1293.5, 3185.96 1293.18, 3184.91 1292.21, 3184.12 1290.37, 3184.15 1290, 3182.38 1290))",2.228782,Capital,24224,Twicken Common,"(3185.4377863916798, 1297.912280442213)",,,Head to Head
Twicken Meads,31,Ward 54,"POLYGON ((3179.76 1229.41, 3178.48 1230.12, 3178.38 1230.18, 3177.36 1230.82, 3176.56 1231.87, 3177.52 1233.08, 3178.18 1234.25, 3178.71 1235.38, 3179.14 1236.29, 3179.58 1237.61, 3179.68 1239.08, 3179.73 1239.77, 3179.5 1241.37, 3179.57 1242.65, 3180.92 1243.19, 3181.28 1243.07, 3181.73 1242.95, 3182.62 1243.74, 3182.63 1243.75, 3182.74 1243.81, 3184.36 1243.54, 3185.86 1243.69, 3186.79 1243.89, 3187.63 1244.3, 3187.67 1244.33, 3187.68 1244.33, 3187.92 1244.38, 3188.02 1244.62, 3189.11 1245.16, 3189.62 1245.48, 3189.19 1245.55, 3188.77 1246, 3188.34 1246.45, 3188.68 1246.76, 3188.87 1247, 3189.19 1247.43, 3190.44 1247.77, 3191.66 1248.04, 3192.97 1248.16, 3194.17 1248.39, 3195.8 1248.45, 3197.14 1248.68, 3197.52 1247.29, 3197.86 1246, 3197.9 1245.84, 3198.11 1244.89, 3198.1 1244.84, 3198.12 1244.78, 3198.03 1244.32, 3198.01 1243.12, 3197.61 1241.95, 3197.09 1240.8, 3198.46 1240.19, 3198.47 1240.18, 3198.15 1239.12, 3197.26 1237.67, 3196.99 1236.39, 3195.6 1236.02, 3194.29 1235.65, 3192.99 1235.53, 3192.32 1235.35, 3191 1234.92, 3190.87 1234.86, 3190.4 1234.67, 3189.34 1234.21, 3188.18 1233.61, 3187.89 1233.48, 3188.12 1233.81, 3186.21 1235.09, 3186.21 1235.04, 3185.7 1234.02, 3185.07 1233.21, 3185.04 1233.22, 3185.02 1233.23, 3184.71 1233.31, 3184.37 1232.95, 3183.32 1232.24, 3183.33 1231.48, 3182.55 1231.6, 3181.94 1231.49, 3182 1230.53, 3180.7 1230.06, 3179.76 1229.41))",3.549728,Capital,25778,Twicken Common,"(3188.2687974627543, 1239.5817709959056)",,,Vote: Left_MR
Twicken Meads,32,Ward 72,"POLYGON ((3137.85 1233.76, 3133.29 1234.24, 3130.52 1234.14, 3128 1234.12, 3128 1239.68, 3126.32 1239.46, 3124.62 1239.1, 3121.74 1238.5, 3118.76 1237.55, 3117.89 1238.32, 3117.02 1239.39, 3116.96 1239.48, 3125.08 1245.48, 3126.65 1247, 3128 1248.21, 3130.77 1249.71, 3133.28 1251.28, 3133.42 1245, 3133.36 1239.62, 3138.29 1239.16, 3137.85 1233.76))",2.544802,Capital,26325,Twicken Bush,"(3129.2108316250674, 1241.076675493305)",,,Vote: Left_MR
Twicken Meads,33,Ward 55,"POLYGON ((3154.73 1224.9, 3158.74 1228.43, 3159.01 1228.44, 3159.95 1228.73, 3161.78 1227.96, 3162.98 1227.64, 3164.5 1227.72, 3165.72 1227.66, 3166.19 1227.62, 3166.19 1228.12, 3166.9 1229.2, 3166.9 1230.52, 3169.16 1230.28, 3170.49 1231.43, 3170.37 1233.86, 3169.92 1235.65, 3169.5 1237.55, 3172.08 1237.28, 3174.21 1237.09, 3176.07 1236.82, 3178.01 1236.44, 3179.14 1236.29, 3178.71 1235.38, 3178.18 1234.25, 3177.52 1233.08, 3176.56 1231.87, 3177.36 1230.82, 3178.38 1230.18, 3178.48 1230.12, 3177.84 1229.53, 3179.89 1227.16, 3181.94 1224.8, 3181.93 1223, 3167.5 1223, 3154.67 1223, 3154.73 1224.9))",3.207278,Capital,23474,Twicken Common,"(3170.3152368776828, 1228.037321783089)",,,Head to Head
Twicken Meads,34,Ward 33,"POLYGON ((3178.12 1298.39, 3175.06 1299.04, 3172 1299.68, 3172 1303.77, 3172 1305.11, 3172 1310.39, 3172 1312, 3179.34 1312, 3183.54 1312, 3185.63 1312, 3188.22 1312, 3188.11 1311.41, 3188.8 1310.23, 3189.48 1309.53, 3188.55 1308.68, 3187.47 1307.93, 3186.4 1306.92, 3186.31 1306.82, 3186.25 1306.75, 3185.71 1306.02, 3185.44 1305.59, 3184.73 1304.6, 3183.68 1303.49, 3182.8 1302.37, 3181.72 1301.44, 3180.54 1301.02, 3179.31 1300.65, 3177.91 1299.74, 3178.1 1298.51, 3178.12 1298.39))",2.595936,Capital,25105,Twicken Common,"(3178.921102261207, 1306.4915251562788)",,,Head to Head
Twicken Meads,35,Ward 31,"POLYGON ((3113.16 1278.72, 3113.15 1278.8, 3112.75 1279.05, 3111.71 1279.66, 3109.87 1280.69, 3108.62 1281.07, 3107.33 1281.21, 3106.02 1281.1, 3106 1281.1, 3106 1281.87, 3106 1282.63, 3106.53 1284.32, 3108.11 1288.02, 3108.26 1288.14, 3108.41 1288.27, 3108.61 1288.11, 3108.88 1287.81, 3109.24 1287.38, 3109.44 1287.2, 3109.65 1287, 3109.65 1286.99, 3109.75 1286.9, 3109.81 1286.84, 3110.44 1286.51, 3110.87 1286.28, 3110.99 1286.19, 3111.42 1285.61, 3111.44 1285.57, 3111.63 1285.24, 3112.62 1284.16, 3112.69 1283.92, 3113.18 1284.23, 3114.25 1284.95, 3114.37 1285.38, 3115.3 1284.47, 3115.32 1284.43, 3116.62 1284.83, 3117.48 1285.41, 3117.72 1285.56, 3117.72 1285.57, 3117.95 1286, 3118.25 1286.04, 3119.87 1286.59, 3120.19 1286.72, 3120.2 1286.71, 3120.79 1286.5, 3120.88 1286.54, 3121.57 1286.9, 3122.06 1287.11, 3122.73 1286.74, 3122.88 1285.86, 3124.23 1286.01, 3124.55 1285.85, 3124.88 1284.95, 3126.24 1284.95, 3126.54 1285.13, 3127.04 1283.82, 3127.54 1282.67, 3128.21 1281.53, 3128.83 1280.49, 3129.52 1279.37, 3130.31 1278.41, 3130.3 1278.21, 3129.72 1277.92, 3128.4 1277.99, 3127.16 1277.95, 3127.12 1277.95, 3126.77 1278.69, 3126.25 1280.19, 3124.9 1279.69, 3124.9 1279.7, 3124.61 1279.61, 3124.62 1279.58, 3124.13 1279.4, 3124.43 1278.06, 3124.4 1277.95, 3124.39 1277.94, 3124.41 1277.88, 3124.1 1277.8, 3123.96 1277.76, 3123.94 1277.75, 3123.69 1277.66, 3123.57 1277.61, 3123.41 1277.54, 3123.39 1277.53, 3123.19 1277.39, 3123.17 1277.41, 3122.95 1277.28, 3122.74 1277.15, 3122.51 1277.01, 3122.29 1276.88, 3122.26 1276.86, 3122.09 1276.76, 3121.93 1276.58, 3121.66 1276.69, 3120.88 1276.15, 3119.67 1275.47, 3119.36 1275.38, 3119.05 1275.48, 3118 1275.87, 3117.87 1275.84, 3117.79 1275.9, 3116.34 1276.03, 3115.47 1276.44, 3113.52 1275.88, 3113.16 1278.66, 3113.16 1278.72))",2.629799,Capital,25079,Twicken Bush,"(3117.8322899215045, 1281.6373728102353)",,,Head to Head
Twicken Meads,36,Ward 80,"POLYGON ((3115.13 1243.83, 3115.09 1243.85, 3115.04 1243.89, 3114.45 1244.17, 3113.69 1245.19, 3112.76 1246.96, 3112.71 1247.12, 3112.69 1247.18, 3112.54 1247.68, 3111.92 1248.83, 3113.1 1249.46, 3114.06 1250.03, 3114.12 1250.07, 3114.33 1250.23, 3115.39 1250.94, 3116.57 1251.52, 3117.82 1252.01, 3118.83 1252.94, 3119.54 1253.94, 3120.16 1255.51, 3120.06 1256.81, 3122.19 1256.89, 3122.19 1255.91, 3121.94 1253.21, 3121.02 1251.18, 3125.31 1251.01, 3124.99 1248.88, 3125.08 1245.48, 3116.96 1239.48, 3116.92 1239.53, 3116 1240.07, 3116.43 1241.21, 3115.85 1242.75, 3115.13 1243.83))",1.807539,Capital,24764,Twicken Bush,"(3119.136487784254, 1247.6187969844418)",,,Vote: Left_MR
Twicken Meads,37,Ward 79,"POLYGON ((3113.1 1249.46, 3111.92 1248.83, 3111.58 1249.96, 3111.45 1251.78, 3111.55 1252.99, 3111.43 1252.98, 3110.15 1252.76, 3108.96 1252.5, 3107.47 1251.82, 3107.59 1252.96, 3107.55 1255.18, 3107.55 1256.18, 3109.33 1256.15, 3112.81 1256.18, 3112.79 1256.41, 3112.61 1257.61, 3112.42 1259.03, 3112.19 1260.53, 3113.68 1261.08, 3115.08 1261.42, 3115.42 1261.47, 3115.59 1261.53, 3116.8 1261.89, 3118.29 1262.31, 3119.95 1262.75, 3120.55 1262.53, 3120.93 1261.17, 3120.78 1259.95, 3120.78 1259.11, 3120.45 1258.8, 3120.28 1258.11, 3120.06 1256.81, 3120.16 1255.51, 3119.54 1253.94, 3118.83 1252.94, 3117.82 1252.01, 3116.57 1251.52, 3115.39 1250.94, 3114.33 1250.23, 3114.12 1250.07, 3114.06 1250.03, 3113.1 1249.46))",1.591861,Capital,22528,Twicken Bush,"(3115.025518698729, 1256.0756284989789)",,,Head to Head
Twicken Meads,38,Ward 29,"POLYGON ((3116.57 1294.02, 3116.35 1294.02, 3115.52 1294.43, 3115.5 1294.79, 3115.48 1295.86, 3115.53 1295.98, 3115.42 1296.79, 3115.54 1297.89, 3115.83 1298.73, 3115.53 1299.02, 3115.53 1299.14, 3115.53 1300.45, 3115.52 1301.15, 3115.53 1301.74, 3115.49 1301.96, 3115.56 1301.98, 3115.53 1302.2, 3115.52 1303.53, 3116.15 1303.63, 3116.43 1303.68, 3116.78 1303.73, 3117.03 1303.84, 3117.13 1303.92, 3117.26 1303.89, 3117.84 1303.77, 3119.13 1303.52, 3119.61 1303.4, 3119.86 1302.63, 3120.08 1301.87, 3120.14 1301.49, 3120.35 1300.88, 3121.1 1299.92, 3121.14 1299.71, 3121.43 1299.6, 3121.55 1299.51, 3121.68 1299.47, 3122.46 1299.33, 3123.4 1299.02, 3124.28 1298.82, 3125.03 1299.8, 3125.14 1300.08, 3125.98 1300.76, 3126.48 1301.11, 3127.16 1300.94, 3128.23 1300.91, 3130.06 1301.18, 3130.43 1301.21, 3130.45 1300.16, 3130.45 1300.14, 3130.43 1299.89, 3130.25 1298.98, 3130.15 1297.74, 3130.16 1297.74, 3130.17 1297.56, 3130.19 1296.91, 3130.24 1295.68, 3130.24 1295.67, 3130.36 1295.5, 3130.57 1295.06, 3130.35 1294.6, 3130.37 1294.43, 3130.38 1294.21, 3130.65 1292.43, 3130.68 1292.32, 3129.61 1292.53, 3128.32 1292.52, 3128.1 1292.45, 3127.21 1291.62, 3126.51 1291.21, 3126.14 1292.35, 3125.33 1292.15, 3124.53 1292.2, 3123.47 1291.65, 3123 1291.63, 3122.94 1291.67, 3121.84 1291.47, 3121.6 1291.33, 3120.55 1290.81, 3120.44 1290.9, 3120.09 1290.35, 3119.97 1290.44, 3119.08 1291.38, 3118.55 1291.97, 3118.39 1292.2, 3118.39 1292.21, 3118.3 1292.31, 3117.38 1293.25, 3116.96 1294.04, 3116.57 1294.02))",2.112906,Capital,23849,Twicken Bush,"(3122.58200467749, 1296.7865479566149)",,,Head to Head
Twicken Meads,39,Ward 77,"POLYGON ((3106.85 1256.18, 3106 1255.69, 3106 1261.57, 3106 1263.98, 3106 1265.99, 3106 1268, 3107.45 1268, 3113.03 1268, 3122.23 1268, 3122.18 1267.74, 3122.07 1267.38, 3122.04 1267.28, 3121.71 1266.14, 3121.56 1265.08, 3121.42 1263.65, 3120.55 1262.53, 3119.95 1262.75, 3118.29 1262.31, 3116.8 1261.89, 3115.59 1261.53, 3115.42 1261.47, 3115.08 1261.42, 3113.68 1261.08, 3112.19 1260.53, 3112.42 1259.03, 3112.61 1257.61, 3112.79 1256.41, 3112.81 1256.18, 3109.33 1256.15, 3107.55 1256.18, 3106.85 1256.18))",2.067974,Capital,27585,Twicken Bush,"(3112.4017622653473, 1263.2733235906967)",,,Head to Head
