Shape_ID,Electorate,Turnout,Left_Left,Left_Right,Left_MR,Right_Left,Right_Right,Right_MR,MR_Left,MR_Right,MR_MR,Spoil,received_at,verified_at,declared_at
AB32_016,410,327,75,5,26,6,68,34,25,23,63,2,2026-08-02T11:14:46Z,2026-08-02T11:14:46Z,2026-08-02T16:28:56Z
AB32_017,379,272,47,2,13,7,67,18,20,27,66,5,2026-08-02T10:37:10Z,2026-08-02T10:37:10Z,2026-08-02T15:21:35Z
AB32_018,168,101,24,3,7,3,20,8,5,7,23,1,2026-08-02T21:30:41Z,2026-08-02T21:30:41Z,2026-08-02T14:37:39Z
AB32_019,396,267,59,15,32,8,50,21,12,16,49,5,2026-08-02T16:35:26Z,2026-08-02T16:35:26Z,2026-08-02T20:05:59Z
AB32_020,312,226,36,5,18,7,46,20,13,11,66,4,2026-08-02T21:46:40Z,2026-08-02T21:46:40Z,2026-08-02T14:37:39Z
AB32_021,609,391,83,7,29,12,70,26,19,26,113,6,2026-08-02T16:34:50Z,2026-08-02T16:34:50Z,2026-08-02T21:19:34Z
AB32_022,414,330,66,6,20,11,62,31,23,20,85,6,2026-08-02T12:30:02Z,2026-08-02T12:30:02Z,2026-08-02T18:10:45Z
AB32_023,143,114,26,4,10,4,20,9,5,8,27,1,2026-08-02T16:06:00Z,2026-08-02T16:06:00Z,2026-08-02T19:51:11Z
AB32_024,120,84,16,2,7,3,20,6,4,4,21,1,2026-08-02T16:31:03Z,2026-08-02T16:31:03Z,2026-08-02T20:07:52Z
AB32_025,354,260,61,10,27,6,50,13,16,21,52,4,2026-08-02T11:13:03Z,2026-08-02T11:13:03Z,2026-08-02T14:39:59Z
AB32_026,199,132,29,6,18,4,23,8,8,6,28,2,2026-08-02T12:14:17Z,2026-08-02T12:14:17Z,2026-08-02T15:45:31Z
AB32_027,212,167,40,3,12,5,30,9,9,9,46,4,2026-08-02T10:32:52Z,2026-08-02T10:32:52Z,2026-08-02T14:09:00Z
AB32_028,765,598,119,16,52,8,134,39,41,26,150,13,2026-08-02T10:26:00Z,2026-08-02T10:26:00Z,2026-08-02T15:00:31Z
AB32_029,238,157,28,3,9,4,29,15,12,12,42,3,2026-08-02T10:10:55Z,2026-08-02T10:10:55Z,2026-08-02T14:52:28Z
AB32_030,474,391,92,14,39,8,76,31,14,23,91,3,2026-08-02T16:01:44Z,2026-08-02T16:01:44Z,2026-08-02T20:54:00Z
AB32_031,1060,865,150,30,68,14,170,46,67,58,242,20,2026-08-02T11:06:57Z,2026-08-02T11:06:57Z,2026-08-02T15:01:57Z
AB32_032,118,96,22,2,7,2,20,6,4,5,26,2,2026-08-02T13:55:26Z,2026-08-02T13:55:26Z,2026-08-02T18:04:02Z
AB32_033,383,265,58,8,23,5,54,14,24,16,59,4,2026-08-02T09:57:38Z,2026-08-02T09:57:38Z,2026-08-02T11:37:44Z
AB32_034,238,180,44,4,14,3,37,10,15,13,37,3,2026-08-02T13:54:59Z,2026-08-02T13:54:59Z,2026-08-02T18:01:14Z
AB32_035,236,150,25,3,8,4,24,12,16,12,43,3,2026-08-02T17:30:39Z,2026-08-02T17:30:39Z,2026-08-02T19:25:22Z
AB32_036,586,470,100,21,41,10,90,31,26,17,125,9,2026-08-02T10:31:43Z,2026-08-02T10:31:43Z,2026-08-02T13:47:04Z
AB32_037,927,565,75,17,33,22,121,65,38,44,143,7,2026-08-02T15:03:03Z,2026-08-02T15:03:03Z,2026-08-02T20:27:16Z
AB32_038,125,72,12,1,6,3,13,5,5,4,22,1,2026-08-02T13:54:55Z,2026-08-02T13:54:55Z,2026-08-02T16:59:15Z
AB32_039,883,669,172,20,68,27,96,52,50,50,125,9,2026-08-02T14:06:59Z,2026-08-02T14:06:59Z,2026-08-02T17:34:55Z
AB32_040,192,136,28,4,8,3,25,10,8,8,40,2,2026-08-02T17:04:13Z,2026-08-02T17:04:13Z,2026-08-02T22:05:35Z
AB32_041,503,338,58,7,28,11,75,28,32,22,75,2,2026-08-02T10:20:26Z,2026-08-02T10:20:26Z,2026-08-02T12:06:16Z
AB32_042,205,136,27,5,12,3,32,13,7,11,25,1,2026-08-02T13:59:04Z,2026-08-02T13:59:04Z,2026-08-02T15:11:48Z
AB32_043,395,236,49,9,25,4,38,14,19,17,58,3,2026-08-02T14:08:27Z,2026-08-02T14:08:27Z,2026-08-02T18:27:26Z
AB32_044,352,268,55,5,20,8,45,26,15,25,63,6,2026-08-02T11:58:12Z,2026-08-02T11:58:12Z,2026-08-02T18:41:59Z
AB32_045,667,462,75,8,44,6,102,30,40,40,113,4,2026-08-02T15:56:53Z,2026-08-02T15:56:53Z,2026-08-02T20:48:33Z
AB32_046,218,137,28,6,14,3,28,9,11,9,27,2,2026-08-02T11:21:24Z,2026-08-02T11:21:24Z,2026-08-02T15:25:52Z
AB32_047,274,196,41,5,28,4,36,12,8,12,48,2,2026-08-02T10:05:27Z,2026-08-02T10:05:27Z,2026-08-02T15:38:30Z
AB32_048,465,308,57,15,31,6,71,22,25,18,56,7,2026-08-02T15:53:17Z,2026-08-02T15:53:17Z,2026-08-02T20:00:23Z
AB32_049,696,548,114,10,50,20,98,49,41,24,133,9,2026-08-02T15:41:04Z,2026-08-02T15:41:04Z,2026-08-02T19:31:43Z
AB32_050,468,303,47,6,32,12,65,28,16,12,82,3,2026-08-02T11:57:05Z,2026-08-02T11:57:05Z,2026-08-02T16:05:32Z
AB32_051,138,113,24,5,11,2,23,7,6,8,26,1,2026-08-02T12:56:43Z,2026-08-02T12:56:43Z,2026-08-02T18:01:23Z
AB32_052,643,433,72,20,39,9,78,34,19,25,131,6,2026-08-02T15:38:37Z,2026-08-02T15:38:37Z,2026-08-02T22:03:19Z
AB32_053,702,454,96,10,30,16,92,37,25,18,119,11,2026-08-02T11:23:28Z,2026-08-02T11:23:28Z,2026-08-02T13:37:05Z
AB32_054,920,696,168,19,68,21,130,47,30,30,166,17,2026-08-02T11:44:52Z,2026-08-02T11:44:52Z,2026-08-02T17:13:33Z
AB33_001,818,536,81,10,38,11,112,36,40,59,143,6,2026-08-02T12:05:45Z,2026-08-02T12:05:45Z,2026-08-02T16:28:57Z
AB33_002,2361,1801,417,28,145,51,388,168,106,138,335,25,2026-08-02T10:36:26Z,2026-08-02T10:36:26Z,2026-08-02T15:37:04Z
AB33_003,853,559,109,11,31,21,99,53,60,37,131,7,2026-08-02T13:54:13Z,2026-08-02T13:54:13Z,2026-08-02T17:26:05Z
AB33_004,1097,729,182,30,66,30,130,69,32,35,141,14,2026-08-02T14:00:40Z,2026-08-02T14:00:40Z,2026-08-02T18:23:14Z
AB33_005,807,501,105,11,31,13,112,34,40,28,118,9,2026-08-02T14:30:54Z,2026-08-02T14:30:54Z,2026-08-02T16:43:11Z
AB33_006,965,642,119,18,46,17,107,44,40,69,174,8,2026-08-02T15:26:09Z,2026-08-02T15:26:09Z,2026-08-02T20:08:37Z
AB33_007,432,245,54,7,17,8,47,22,18,18,48,6,2026-08-02T10:30:20Z,2026-08-02T10:30:20Z,2026-08-02T14:10:27Z
AB33_008,1595,1105,182,28,98,23,227,104,103,63,259,18,2026-08-02T10:14:48Z,2026-08-02T10:14:48Z,2026-08-02T12:40:00Z
AB33_009,1101,711,130,21,63,29,136,81,45,25,175,6,2026-08-02T16:36:17Z,2026-08-02T16:36:17Z,2026-08-02T18:46:47Z
AB33_010,557,416,88,9,39,4,55,19,19,35,144,4,2026-08-02T10:24:06Z,2026-08-02T10:24:06Z,2026-08-02T12:31:48Z
AB33_011,843,550,110,18,37,16,96,51,25,34,158,5,2026-08-02T15:51:22Z,2026-08-02T15:51:22Z,2026-08-02T20:41:00Z
AB33_012,911,553,54,5,28,14,147,54,67,37,137,10,2026-08-02T15:33:37Z,2026-08-02T15:33:37Z,2026-08-02T20:51:39Z
AB33_013,1253,812,128,19,75,17,163,55,72,57,211,15,2026-08-02T15:26:50Z,2026-08-02T15:26:50Z,2026-08-02T20:48:37Z
AB33_014,897,739,146,21,85,18,147,42,59,60,148,13,2026-08-02T16:29:10Z,2026-08-02T16:29:10Z,2026-08-02T21:57:25Z
AB33_015,309,228,42,8,15,8,47,15,11,15,62,5,2026-08-02T11:48:23Z,2026-08-02T11:48:23Z,2026-08-02T15:02:33Z
AB33_016,738,492,132,16,30,9,85,39,23,27,125,6,2026-08-02T13:00:21Z,2026-08-02T13:00:21Z,2026-08-02T15:07:42Z
AB33_017,569,480,130,12,51,8,87,40,21,21,104,6,2026-08-02T15:39:24Z,2026-08-02T15:39:24Z,2026-08-02T18:21:41Z
AB33_018,631,503,110,29,59,11,129,32,16,24,88,5,2026-08-04T10:16:38Z,2026-08-04T10:16:38Z,2026-08-02T14:37:39Z
AB33_019,2058,1639,394,25,123,56,254,136,104,92,417,38,2026-08-02T14:28:51Z,2026-08-02T14:28:51Z,2026-08-02T19:47:54Z
AB33_020,497,397,69,9,30,9,89,26,27,32,97,9,2026-08-02T16:39:19Z,2026-08-02T16:39:19Z,2026-08-02T20:12:01Z
AB33_021,513,299,54,10,33,6,67,19,17,19,68,6,2026-08-02T14:40:10Z,2026-08-02T14:40:10Z,2026-08-02T17:55:38Z
AB33_022,557,447,62,4,19,16,82,50,56,34,119,5,2026-08-02T14:57:49Z,2026-08-02T14:57:49Z,2026-08-02T18:34:29Z
AB33_023,528,415,92,11,37,9,73,23,29,43,91,7,2026-08-02T17:36:09Z,2026-08-02T17:36:09Z,2026-08-02T22:39:39Z
AB33_024,762,496,93,18,38,5,30,16,71,53,162,10,2026-08-02T16:30:30Z,2026-08-02T16:30:30Z,2026-08-02T18:11:41Z
AB33_025,942,715,201,14,59,21,147,48,45,46,128,6,2026-08-02T10:26:23Z,2026-08-02T10:26:23Z,2026-08-02T15:44:35Z
AB33_026,1007,570,117,22,61,29,108,57,48,28,97,3,2026-08-02T14:19:10Z,2026-08-02T14:19:10Z,2026-08-02T19:46:17Z
AB33_027,336,198,42,8,15,3,38,14,13,11,49,5,2026-08-02T11:35:54Z,2026-08-02T11:35:54Z,2026-08-02T16:20:16Z
AB33_028,1193,699,151,23,57,13,131,51,44,52,169,8,2026-08-02T10:53:54Z,2026-08-02T10:53:54Z,2026-08-02T16:22:01Z
AB33_029,550,344,65,13,38,9,76,18,20,26,75,4,2026-08-02T11:49:46Z,2026-08-02T11:49:46Z,2026-08-02T17:55:50Z
AB33_030,624,495,100,19,40,9,91,24,25,27,148,12,2026-08-02T15:14:10Z,2026-08-02T15:14:10Z,2026-08-02T19:54:44Z
AB33_031,1383,1007,231,14,64,24,181,88,58,92,248,7,2026-08-02T10:16:56Z,2026-08-02T10:16:56Z,2026-08-02T14:26:40Z
AB33_032,765,539,119,17,50,14,109,30,38,33,116,13,2026-08-02T12:00:11Z,2026-08-02T12:00:11Z,2026-08-02T14:11:51Z
AB33_033,795,621,111,11,43,16,100,45,48,75,157,15,2026-08-02T15:22:00Z,2026-08-02T15:22:00Z,2026-08-02T19:00:44Z
AB33_034,1517,1192,218,33,104,25,208,124,90,110,258,22,2026-08-02T11:26:02Z,2026-08-02T11:26:02Z,2026-08-02T17:10:39Z
AB33_035,574,484,127,10,33,9,89,47,30,18,109,12,2026-08-02T11:34:56Z,2026-08-02T11:34:56Z,2026-08-02T16:57:16Z
AB33_036,1505,854,150,16,83,20,218,69,63,59,167,9,2026-08-02T12:37:53Z,2026-08-02T12:37:53Z,2026-08-02T17:02:48Z
AB33_037,1130,682,155,16,41,16,124,76,45,29,164,16,2026-08-02T13:32:48Z,2026-08-02T13:32:48Z,2026-08-02T18:20:02Z
AB33_038,655,438,54,7,34,9,118,30,25,32,122,7,2026-08-02T10:15:35Z,2026-08-02T10:15:35Z,2026-08-02T17:00:28Z
AB33_039,872,525,105,13,34,16,109,61,19,27,129,12,2026-08-02T11:58:51Z,2026-08-02T11:58:51Z,2026-08-02T14:19:32Z
AB33_040,2336,1714,395,33,116,29,326,131,103,176,386,19,2026-08-02T15:20:11Z,2026-08-02T15:20:11Z,2026-08-02T19:53:24Z
AB33_041,1084,686,176,23,43,26,135,51,50,37,132,13,2026-08-02T14:13:00Z,2026-08-02T14:13:00Z,2026-08-02T16:18:11Z
AB33_042,739,465,130,9,39,14,66,35,34,37,92,9,2026-08-02T14:19:46Z,2026-08-02T14:19:46Z,2026-08-02T17:06:14Z
AB33_043,847,699,133,19,48,13,117,60,43,58,204,4,2026-08-02T16:57:38Z,2026-08-02T16:57:38Z,2026-08-02T20:42:12Z
AB33_044,1460,1170,197,35,91,41,250,113,77,79,273,14,2026-08-02T15:02:11Z,2026-08-02T15:02:11Z,2026-08-02T20:01:06Z
AB33_045,759,568,132,17,50,9,100,41,35,31,149,4,2026-08-02T09:54:24Z,2026-08-02T09:54:24Z,2026-08-02T12:49:22Z
AB33_046,1025,564,141,16,35,14,108,54,34,32,126,4,2026-08-02T16:53:15Z,2026-08-02T16:53:15Z,2026-08-02T18:17:39Z
AB33_047,1467,1122,191,42,92,35,247,68,91,88,247,21,2026-08-02T15:56:23Z,2026-08-02T15:56:23Z,2026-08-02T18:19:39Z
AB33_048,661,541,107,14,38,15,128,34,36,41,116,12,2026-08-02T14:48:51Z,2026-08-02T14:48:51Z,2026-08-02T18:33:36Z
AB33_049,1348,1026,185,20,62,26,197,87,61,86,296,6,2026-08-02T15:32:11Z,2026-08-02T15:32:11Z,2026-08-02T18:55:21Z
AB33_050,1184,820,169,18,54,19,190,64,67,44,180,15,2026-08-02T13:25:39Z,2026-08-02T13:25:39Z,2026-08-02T17:33:05Z
AB33_051,1280,746,200,14,56,12,144,44,39,29,191,17,2026-08-02T17:52:12Z,2026-08-02T17:52:12Z,2026-08-02T21:05:16Z
AB33_052,386,213,26,5,15,8,54,17,14,17,54,3,2026-08-02T14:41:11Z,2026-08-02T14:41:11Z,2026-08-02T19:55:16Z
AB33_053,433,245,39,8,15,4,40,19,15,26,78,1,2026-08-02T13:43:18Z,2026-08-02T13:43:18Z,2026-08-02T17:40:50Z
AB33_054,586,354,76,7,26,5,45,18,24,34,116,3,2026-08-02T16:01:05Z,2026-08-02T16:01:05Z,2026-08-02T20:42:03Z
AB33_055,529,443,98,12,30,5,75,20,34,22,141,6,2026-08-02T17:30:34Z,2026-08-02T17:30:34Z,2026-08-02T21:46:53Z
AB33_056,1236,804,128,19,63,14,209,59,56,67,184,5,2026-08-02T16:17:37Z,2026-08-02T16:17:37Z,2026-08-02T21:30:34Z
AB33_057,316,233,38,5,18,5,40,22,24,15,63,3,2026-08-02T12:53:50Z,2026-08-02T12:53:50Z,2026-08-02T19:00:23Z
AB33_058,444,328,74,7,36,6,62,20,28,23,67,5,2026-08-02T11:58:09Z,2026-08-02T11:58:09Z,2026-08-02T13:57:47Z
AB33_059,1416,987,198,22,121,33,165,73,82,60,213,20,2026-08-02T16:40:36Z,2026-08-02T16:40:36Z,2026-08-02T18:14:53Z
AB33_060,1024,622,138,11,39,15,137,44,43,27,160,8,2026-08-02T12:00:28Z,2026-08-02T12:00:28Z,2026-08-02T16:53:11Z
AB33_061,807,604,161,20,39,17,121,43,25,47,120,11,2026-08-02T14:04:34Z,2026-08-02T14:04:34Z,2026-08-02T17:05:57Z
AB33_062,1125,928,269,30,65,18,123,77,84,62,185,15,2026-08-02T13:07:15Z,2026-08-02T13:07:15Z,2026-08-02T15:46:12Z
AB33_063,389,278,41,6,20,4,52,23,27,17,86,2,2026-08-02T14:43:41Z,2026-08-02T14:43:41Z,2026-08-02T19:26:44Z
AB33_064,1945,1180,268,32,106,21,266,86,47,79,258,17,2026-08-02T17:27:59Z,2026-08-02T17:27:59Z,2026-08-02T23:40:58Z
AB33_065,1816,1204,274,18,82,53,232,108,78,91,254,14,2026-08-02T16:41:51Z,2026-08-02T16:41:51Z,2026-08-02T19:01:57Z
AB33_066,967,675,148,26,66,15,112,57,50,28,160,13,2026-08-02T12:20:00Z,2026-08-02T12:20:00Z,2026-08-02T17:07:30Z
AB33_067,429,263,68,7,16,5,42,15,24,19,65,2,2026-08-02T20:34:42Z,2026-08-02T20:34:42Z,2026-08-03T15:47:40Z
AB33_068,524,400,76,9,26,12,74,22,29,33,113,6,2026-08-02T12:59:00Z,2026-08-02T12:59:00Z,2026-08-02T18:34:41Z
AB33_069,1025,569,139,15,48,27,117,52,25,32,104,10,2026-08-02T13:53:42Z,2026-08-02T13:53:42Z,2026-08-02T16:59:51Z
AB33_070,834,467,101,10,50,14,94,36,32,24,104,2,2026-08-02T16:08:44Z,2026-08-02T16:08:44Z,2026-08-02T21:29:55Z
AB33_071,472,261,39,5,17,6,48,31,14,21,78,2,2026-08-02T13:29:03Z,2026-08-02T13:29:03Z,2026-08-02T18:29:29Z
AB33_072,1280,936,219,42,95,18,135,47,84,74,204,18,2026-08-02T19:10:22Z,2026-08-02T19:10:22Z,2026-08-02T14:37:39Z
AB33_073,335,203,32,4,13,4,50,16,17,17,47,3,2026-08-02T16:51:23Z,2026-08-02T16:51:23Z,2026-08-02T20:34:35Z
AB33_074,567,425,87,9,29,11,82,21,44,26,110,6,2026-08-02T15:14:25Z,2026-08-02T15:14:25Z,2026-08-02T16:43:09Z
AB33_075,367,302,49,4,17,5,58,28,35,21,79,6,2026-08-02T11:30:56Z,2026-08-02T11:30:56Z,2026-08-02T15:02:21Z
AB33_076,862,606,104,12,51,19,154,54,24,36,144,8,2026-08-02T11:38:46Z,2026-08-02T11:38:46Z,2026-08-02T15:54:09Z
AB33_077,1326,908,165,30,79,14,182,58,53,88,224,15,2026-08-02T14:51:38Z,2026-08-02T14:51:38Z,2026-08-02T18:44:09Z
AB33_078,545,346,83,11,22,7,65,26,22,31,73,6,2026-08-02T12:21:57Z,2026-08-02T12:21:57Z,2026-08-02T15:27:41Z
AB33_079,985,739,155,24,97,33,150,71,31,50,114,14,2026-08-02T16:51:13Z,2026-08-02T16:51:13Z,2026-08-03T15:58:14Z
AB33_080,1723,1361,296,57,153,23,302,104,55,46,303,22,2026-08-02T12:24:16Z,2026-08-02T12:24:16Z,2026-08-02T16:17:40Z
AB33_081,701,483,77,6,21,15,74,36,65,43,143,3,2026-08-02T10:02:03Z,2026-08-02T10:02:03Z,2026-08-02T13:23:28Z
AB33_082,584,370,71,9,26,19,76,39,24,17,84,5,2026-08-02T16:11:43Z,2026-08-02T16:11:43Z,2026-08-02T18:42:24Z
AB33_083,992,662,129,22,59,15,124,65,44,38,161,5,2026-08-02T11:03:34Z,2026-08-02T11:03:34Z,2026-08-02T14:28:36Z
AB33_084,1492,1120,234,17,88,26,226,74,77,92,267,19,2026-08-02T12:56:43Z,2026-08-02T12:56:43Z,2026-08-02T17:21:43Z
AB33_085,605,483,85,11,25,18,132,47,26,21,110,8,2026-08-02T12:49:32Z,2026-08-02T12:49:32Z,2026-08-02T14:43:16Z
AB33_086,619,412,105,12,26,12,81,42,17,18,94,5,2026-08-02T12:52:06Z,2026-08-02T12:52:06Z,2026-08-02T15:52:08Z
AB33_087,2212,1748,383,50,143,73,356,196,112,74,348,13,2026-08-02T14:51:52Z,2026-08-02T14:51:52Z,2026-08-02T18:49:58Z
AB33_088,632,409,81,7,21,10,66,34,34,42,107,7,2026-08-02T13:46:01Z,2026-08-02T13:46:01Z,2026-08-02T19:18:03Z
AB33_089,1047,814,218,42,116,20,155,52,39,29,136,7,2026-08-02T16:49:37Z,2026-08-02T16:49:37Z,2026-08-02T21:37:31Z
AB33_090,817,653,119,13,54,9,113,38,60,47,185,15,2026-08-02T19:12:41Z,2026-08-02T19:12:41Z,2026-08-02T14:37:39Z
AB33_091,1710,1190,319,36,87,15,126,61,120,83,324,19,2026-08-02T10:51:01Z,2026-08-02T10:51:01Z,2026-08-02T16:40:02Z
AB33_092,1353,856,217,19,75,12,164,55,46,67,193,8,2026-08-02T14:49:22Z,2026-08-02T14:49:22Z,2026-08-02T18:23:15Z
AB33_093,1058,747,137,18,91,22,189,63,56,31,132,8,2026-08-02T17:13:21Z,2026-08-02T17:13:21Z,2026-08-02T22:07:06Z
AB33_094,1595,1291,338,40,108,29,203,104,63,64,335,7,2026-08-02T15:34:06Z,2026-08-02T15:34:06Z,2026-08-03T11:51:03Z
AB33_095,643,369,75,11,43,16,68,34,19,23,72,8,2026-08-02T17:46:17Z,2026-08-02T17:46:17Z,2026-08-02T22:42:39Z
AB33_096,1168,728,160,34,74,17,153,43,44,47,139,17,2026-08-02T10:15:35Z,2026-08-02T10:15:35Z,2026-08-02T14:47:04Z
AB33_097,1103,717,213,28,55,17,150,54,35,29,127,9,2026-08-02T10:37:08Z,2026-08-02T10:37:08Z,2026-08-02T14:57:10Z
AB33_098,1500,1089,228,46,105,13,213,58,48,84,271,23,2026-08-02T16:36:32Z,2026-08-02T16:36:32Z,2026-08-02T19:42:38Z
AB33_099,2182,1392,337,27,126,50,228,113,79,126,297,9,2026-08-02T14:40:23Z,2026-08-02T14:40:23Z,2026-08-02T16:08:21Z
AB33_100,581,461,87,17,33,14,102,28,33,39,103,5,2026-08-02T13:59:45Z,2026-08-02T13:59:45Z,2026-08-02T17:29:00Z
AB33_101,1364,1142,245,20,74,41,210,90,79,104,255,24,2026-08-02T16:30:58Z,2026-08-02T16:30:58Z,2026-08-02T21:14:20Z
AB33_102,2211,1635,331,41,186,29,302,75,174,94,385,18,2026-08-02T23:25:05Z,2026-08-02T23:25:05Z,2026-08-02T14:37:39Z
AB33_103,1355,976,207,20,88,23,186,106,60,80,184,22,2026-08-02T13:13:44Z,2026-08-02T13:13:44Z,2026-08-02T17:24:26Z
AB33_104,662,416,93,14,38,13,78,27,22,20,101,10,2026-08-02T17:22:31Z,2026-08-02T17:22:31Z,2026-08-02T20:09:04Z
AB33_105,949,628,181,15,48,13,96,32,42,43,146,12,2026-08-02T12:14:47Z,2026-08-02T12:14:47Z,2026-08-02T14:55:17Z
AB33_106,1990,1469,307,47,116,47,326,158,133,72,255,8,2026-08-02T14:44:00Z,2026-08-02T14:44:00Z,2026-08-02T20:04:23Z
AB33_107,853,541,112,14,37,8,119,33,32,27,149,10,2026-08-02T16:40:48Z,2026-08-02T16:40:48Z,2026-08-02T18:34:41Z
AB33_108,614,353,71,11,36,6,78,27,21,12,88,3,2026-08-02T10:56:57Z,2026-08-02T10:56:57Z,2026-08-02T13:01:08Z
AB33_109,1803,1275,273,46,103,32,227,93,46,81,359,15,2026-08-02T10:29:02Z,2026-08-02T10:29:02Z,2026-08-02T15:13:36Z
AB33_110,760,517,100,11,48,17,77,43,54,37,120,10,2026-08-02T16:59:23Z,2026-08-02T16:59:23Z,2026-08-02T22:43:13Z
AB33_111,590,450,100,7,38,12,69,32,30,43,112,7,2026-08-02T12:08:39Z,2026-08-02T12:08:39Z,2026-08-02T16:12:59Z
AB33_112,637,528,113,18,42,12,98,51,39,44,101,10,2026-08-02T17:04:13Z,2026-08-02T17:04:13Z,2026-08-02T20:02:35Z
AB33_113,758,576,142,14,49,5,50,17,64,46,178,11,2026-08-02T21:13:46Z,2026-08-02T21:13:46Z,2026-08-03T11:16:06Z
AB33_114,1084,698,178,18,87,21,90,43,40,36,171,14,2026-08-02T15:30:30Z,2026-08-02T15:30:30Z,2026-08-02T20:01:05Z
AB33_115,732,519,112,21,45,13,110,30,25,45,113,5,2026-08-02T10:10:45Z,2026-08-02T10:10:45Z,2026-08-02T13:14:42Z
AB33_116,1060,784,154,12,61,11,169,46,37,57,225,12,2026-08-02T14:07:19Z,2026-08-02T14:07:19Z,2026-08-02T17:18:30Z
AB33_117,435,269,50,9,18,8,43,16,27,25,71,2,2026-08-02T11:33:24Z,2026-08-02T11:33:24Z,2026-08-02T15:13:09Z
AB33_118,315,178,42,8,18,5,40,16,9,9,27,4,2026-08-02T17:32:36Z,2026-08-02T17:32:36Z,2026-08-02T22:01:02Z
AB33_119,778,487,112,15,31,11,95,52,21,20,123,7,2026-08-02T11:39:43Z,2026-08-02T11:39:43Z,2026-08-02T15:28:43Z
AB33_120,921,772,131,26,76,16,165,57,48,78,161,14,2026-08-02T13:19:40Z,2026-08-02T13:19:40Z,2026-08-02T16:39:40Z
AB33_121,1373,929,247,18,101,18,211,70,56,32,155,21,2026-08-02T17:50:34Z,2026-08-02T17:50:34Z,2026-08-02T20:01:59Z
AB33_122,946,801,166,10,47,25,173,47,75,47,207,4,2026-08-02T10:11:58Z,2026-08-02T10:11:58Z,2026-08-02T14:27:57Z
AB33_123,936,543,90,14,56,11,97,45,30,34,160,6,2026-08-02T11:42:31Z,2026-08-02T11:42:31Z,2026-08-02T16:02:05Z
AB33_124,652,487,101,21,47,14,84,46,31,38,101,4,2026-08-02T13:20:56Z,2026-08-02T13:20:56Z,2026-08-02T17:39:54Z
AB33_125,820,502,65,14,33,15,145,34,30,49,112,5,2026-08-02T14:20:34Z,2026-08-02T14:20:34Z,2026-08-02T19:55:04Z
AB33_126,775,518,93,21,47,12,92,38,23,29,154,9,2026-08-02T10:42:35Z,2026-08-02T10:42:35Z,2026-08-02T16:17:52Z
AB33_127,567,325,65,7,27,9,58,24,25,23,85,2,2026-08-02T14:42:28Z,2026-08-02T14:42:28Z,2026-08-02T17:40:04Z
AB33_128,514,380,87,24,47,6,54,29,20,29,78,6,2026-08-02T12:05:40Z,2026-08-02T12:05:40Z,2026-08-02T15:33:38Z
AB33_129,822,553,116,24,49,14,106,31,47,28,134,4,2026-08-02T11:59:40Z,2026-08-02T11:59:40Z,2026-08-02T17:39:13Z
AB33_130,811,545,122,21,75,13,108,34,21,25,118,8,2026-08-02T11:11:10Z,2026-08-02T11:11:10Z,2026-08-02T15:12:27Z
AB33_131,620,463,105,13,50,6,75,20,28,46,111,9,2026-08-02T20:30:49Z,2026-08-02T20:30:49Z,2026-08-03T10:50:47Z
AB33_132,1119,634,144,15,33,8,59,15,46,58,248,8,2026-08-02T15:35:00Z,2026-08-02T15:35:00Z,2026-08-02T20:23:47Z
AB33_133,1087,864,224,27,63,14,140,38,92,57,193,16,2026-08-02T14:24:24Z,2026-08-02T14:24:24Z,2026-08-02T16:13:40Z
AB33_134,962,741,117,11,29,32,151,66,78,48,192,17,2026-08-02T10:16:07Z,2026-08-02T10:16:07Z,2026-08-02T12:51:51Z
AB33_135,1140,770,129,24,76,22,152,58,37,39,217,16,2026-08-02T11:53:10Z,2026-08-02T11:53:10Z,2026-08-02T14:07:27Z
AB33_136,1032,807,193,13,64,17,131,85,55,72,172,5,2026-08-02T14:26:49Z,2026-08-02T14:26:49Z,2026-08-02T18:12:31Z
AB33_137,1004,770,116,26,62,19,186,54,42,52,201,12,2026-08-02T16:34:42Z,2026-08-02T16:34:42Z,2026-08-02T19:32:36Z
AB33_138,1090,718,157,13,44,26,134,62,53,34,186,9,2026-08-02T13:19:42Z,2026-08-02T13:19:42Z,2026-08-02T15:03:13Z
AB33_139,2334,1719,477,55,115,33,221,145,94,133,422,24,2026-08-02T13:50:59Z,2026-08-02T13:50:59Z,2026-08-02T20:05:31Z
AB33_140,743,575,142,13,46,15,101,52,28,21,143,14,2026-08-02T14:08:52Z,2026-08-02T14:08:52Z,2026-08-02T15:43:12Z
AB33_141,1919,1090,144,22,82,35,245,103,113,75,249,22,2026-08-02T11:22:58Z,2026-08-02T11:22:58Z,2026-08-02T15:42:38Z
AB33_142,1295,988,197,15,60,20,189,62,70,73,278,24,2026-08-02T15:05:15Z,2026-08-02T15:05:15Z,2026-08-02T21:27:37Z
AB33_143,1068,603,125,21,47,10,118,42,36,28,173,3,2026-08-02T15:48:43Z,2026-08-02T15:48:43Z,2026-08-02T19:12:10Z
AB33_144,801,480,72,10,44,18,117,53,17,24,118,7,2026-08-02T14:15:49Z,2026-08-02T14:15:49Z,2026-08-02T17:19:04Z
AB33_145,537,372,90,14,28,11,70,22,19,24,89,5,2026-08-02T11:01:50Z,2026-08-02T11:01:50Z,2026-08-02T16:36:58Z
